time_s,NITROGEN_TANK_PT,IPA_TANK_PT,LOX_TANK_PT,LOX_LINE_PT,IPA_LINE_PT,LOX_VENTURI_1_PT,LOX_VENTURI_2_PT,IPA_VENTURI_1_PT,IPA_VENTURI_2_PT,CHAMBER_PT,IGNITER_PT,PFM_PT,POM_PT
1777067614.423004,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,175.5,-176.6,175.3,-175.6,174.5,-175.4
1777067614.423019,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,175.5,-176.6,175.3,-175.6,174.7,-175.4
1777067615.422773,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,175.5,-176.6,175.3,-175.6,174.7,-175.4
1777067615.422792,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,175.5,-176.6,175.3,-175.6,174.7,-175.4
1777067615.422804,0.0,,-374.9,-375.0,-374.9,-375.0,-175.7,175.5,-176.6,175.3,-175.6,174.7,-175.4
1777067615.422815,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.5,-176.6,175.3,-175.6,174.7,-175.4
1777067615.422827,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.5,-176.6,175.3,-175.6,174.7,-175.4
1777067615.422839,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.5,-176.6,175.3,-177.4,174.7,-175.4
1777067615.422849,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.5,-176.6,175.3,-177.4,174.7,-175.5
1777067616.425441,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.5,-176.6,175.3,-177.4,174.7,-175.5
1777067616.425458,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.5,-176.6,175.3,-177.4,174.7,-175.5
1777067616.425469,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,175.5,-176.6,175.3,-177.4,174.7,-175.5
1777067616.426333,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.5,-176.6,175.3,-177.4,174.7,-175.5
1777067616.426347,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.5,-176.0,175.3,-177.4,174.7,-175.5
1777067616.426360,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.5,-176.0,175.3,-177.4,174.7,-175.5
1777067616.426370,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.5,-176.0,175.3,-177.4,174.7,-175.2
1777067617.425737,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.5,-176.0,175.3,-177.4,174.7,-175.2
1777067617.425745,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.5,-176.0,175.3,-177.4,174.7,-175.2
1777067617.425749,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.5,-176.0,175.3,-177.4,174.7,-175.2
1777067617.425753,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-176.0,175.3,-177.4,174.7,-175.2
1777067617.425757,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-175.9,175.3,-177.4,174.7,-175.2
1777067617.425760,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-175.9,175.3,-177.4,174.7,-175.2
1777067617.426681,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-175.9,175.3,-177.4,175.3,-175.2
1777067618.426422,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-175.9,175.3,-177.4,175.3,-175.2
1777067618.426436,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-175.9,175.3,-177.4,175.3,-175.2
1777067618.426445,0.0,,-375.0,-375.0,-375.0,-375.0,-176.0,175.5,-175.9,175.3,-177.4,175.3,-175.2
1777067618.426453,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-175.9,175.3,-177.4,175.3,-175.2
1777067618.426466,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-176.1,175.3,-177.4,175.3,-175.2
1777067618.426474,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-176.1,175.3,-177.5,175.3,-175.2
1777067618.426486,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-176.1,175.3,-177.5,175.3,-175.5
1777067619.426919,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-176.1,175.3,-177.5,175.3,-175.5
1777067619.426936,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-176.1,175.3,-177.5,175.3,-175.5
1777067619.426948,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.5,-176.1,175.3,-177.5,175.3,-175.5
1777067619.426958,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-177.5,175.3,-175.5
1777067619.426969,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-177.5,175.3,-175.5
1777067619.426978,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-176.5,175.3,-175.5
1777067619.426988,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-176.5,175.3,-175.6
1777067620.426476,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-176.5,175.3,-175.6
1777067620.426491,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-176.5,175.3,-175.6
1777067620.426498,0.0,,-375.0,-375.0,-375.0,-375.0,-175.4,175.5,-176.1,175.3,-176.5,175.3,-175.6
1777067620.426504,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-176.1,175.3,-176.5,175.3,-175.6
1777067620.426509,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-175.8,175.3,-176.5,175.3,-175.6
1777067620.427236,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-175.8,174.8,-176.5,175.3,-175.6
1777067620.427243,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-175.8,174.8,-176.5,175.6,-175.6
1777067621.426991,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-175.8,174.8,-176.5,175.6,-175.6
1777067621.426997,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-175.8,174.8,-176.5,175.6,-175.6
1777067621.427000,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.5,-175.8,174.8,-176.5,175.6,-175.6
1777067621.427003,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.5,-175.8,174.8,-176.5,175.6,-175.6
1777067621.427006,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.5,-176.0,174.8,-176.5,175.6,-175.6
1777067621.427009,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.5,-176.0,174.8,-177.1,175.6,-175.6
1777067621.427011,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.5,-176.0,174.8,-177.1,175.6,-174.4
1777067622.426244,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.5,-176.0,174.8,-177.1,175.6,-174.4
1777067622.427203,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.5,-176.0,174.8,-177.1,175.6,-174.4
1777067622.427209,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,175.5,-176.0,174.8,-177.1,175.6,-174.4
1777067622.427215,0.0,,-375.0,-375.0,-374.9,-375.0,-175.0,175.5,-176.0,174.8,-177.1,175.6,-174.4
1777067622.427220,0.0,,-375.0,-375.0,-374.9,-375.0,-175.0,175.5,-175.5,174.8,-177.1,175.6,-174.4
1777067622.427227,0.0,,-375.0,-375.0,-374.9,-375.0,-175.0,175.5,-175.5,174.8,-177.0,175.6,-174.4
1777067622.427233,0.0,,-375.0,-375.0,-374.9,-375.0,-175.0,175.5,-175.5,174.8,-177.0,175.6,-175.4
1777067623.426821,0.0,,-375.0,-375.0,-374.9,-375.0,-175.0,175.5,-175.5,174.8,-177.0,175.6,-175.4
1777067623.426834,0.0,,-375.0,-375.0,-374.9,-375.0,-175.0,175.5,-175.5,174.8,-177.0,175.6,-175.4
1777067623.426842,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,175.5,-175.5,174.8,-177.0,175.6,-175.4
1777067623.427730,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,175.5,-175.5,174.8,-177.0,175.6,-175.4
1777067623.427771,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,176.4,-175.5,174.8,-177.0,175.6,-175.4
1777067623.427788,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,176.4,-175.5,175.0,-177.0,175.6,-175.4
1777067623.427797,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,176.4,-175.5,175.0,-177.0,175.5,-175.4
1777067624.427673,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,176.4,-175.5,175.0,-177.0,175.5,-175.4
1777067624.427693,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,176.4,-175.5,175.0,-177.0,175.5,-175.4
1777067624.427707,0.0,,-375.0,-375.0,-375.0,-375.0,-175.0,176.4,-175.5,175.0,-177.0,175.5,-175.4
1777067624.427719,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,176.4,-175.5,175.0,-177.0,175.5,-175.4
1777067624.427728,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.0,175.5,-175.4
1777067624.427737,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.4,175.5,-175.4
1777067624.428470,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.4,175.3,-175.4
1777067625.427955,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.4,175.3,-175.4
1777067625.427969,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.4,175.3,-175.4
1777067625.427977,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.4,175.3,-175.4
1777067625.427985,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.9,175.0,-177.4,175.3,-175.4
1777067625.427994,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.4,175.0,-177.4,175.3,-175.4
1777067625.428001,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.4,175.0,-177.4,175.3,-175.4
1777067625.428008,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.4,175.0,-177.4,175.3,-175.0
1777067626.428425,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.4,175.0,-177.4,175.3,-175.0
1777067626.428435,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.4,175.0,-177.4,175.3,-175.0
1777067626.428441,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,176.4,-175.4,175.0,-177.4,175.3,-175.0
1777067626.428446,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.4,-175.4,175.0,-177.4,175.3,-175.0
1777067626.428451,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.4,-175.5,175.0,-177.4,175.3,-175.0
1777067626.428456,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.4,-175.5,175.0,-177.2,175.3,-175.0
1777067626.428460,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.4,-175.5,175.0,-177.2,175.3,-174.4
1777067627.427840,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.4,-175.5,175.0,-177.2,175.3,-174.4
1777067627.427855,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.4,-175.5,175.0,-177.2,175.3,-174.4
1777067627.428693,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.4,-175.5,175.0,-177.2,175.3,-174.4
1777067627.428705,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,176.4,-175.5,175.0,-177.2,175.3,-174.4
1777067627.428716,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,176.4,-176.5,175.0,-177.2,175.3,-174.4
1777067627.428727,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,176.4,-176.5,175.0,-177.0,175.3,-174.4
1777067627.428738,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,176.4,-176.5,175.0,-177.0,175.3,-175.3
1777067628.428380,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,176.4,-176.5,175.0,-177.0,175.3,-175.3
1777067628.428417,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,176.4,-176.5,175.0,-177.0,175.3,-175.3
1777067628.428426,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,176.4,-176.5,175.0,-177.0,175.3,-175.3
1777067628.428436,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,176.4,-176.5,175.0,-177.0,175.3,-175.3
1777067628.429207,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.1,-176.5,175.0,-177.0,175.3,-175.3
1777067628.429219,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.1,-176.5,175.5,-177.0,175.3,-175.3
1777067628.429228,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.1,-176.5,175.5,-177.0,175.3,-175.3
1777067629.428830,0.0,,-374.9,-375.0,-374.9,-375.0,-176.1,175.1,-176.5,175.5,-177.0,175.3,-175.3
1777067629.428851,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,175.1,-176.5,175.5,-177.0,175.3,-175.3
1777067629.428863,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.5,175.5,-177.0,175.3,-175.3
1777067629.428873,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.5,175.5,-177.0,175.3,-175.3
1777067629.428882,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.0,175.5,-177.0,175.3,-175.3
1777067629.429596,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.0,175.5,-176.6,175.3,-175.3
1777067629.429605,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.0,175.5,-176.6,175.3,-175.3
1777067630.429168,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.0,175.5,-176.6,175.3,-175.3
1777067630.429175,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.0,175.5,-176.6,175.3,-175.3
1777067630.429179,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.0,175.5,-176.6,175.3,-175.3
1777067630.429183,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.0,175.5,-176.6,175.3,-175.3
1777067630.429187,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.1,175.5,-176.6,175.3,-175.3
1777067630.429191,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.1,175.5,-177.3,175.3,-175.3
1777067630.429194,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.1,175.5,-177.3,175.3,-175.9
1777067631.428758,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.1,175.5,-177.3,175.3,-175.9
1777067631.429602,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.1,175.5,-177.3,175.3,-175.9
1777067631.429615,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.1,-176.1,175.5,-177.3,175.3,-175.9
1777067631.429626,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-176.1,175.5,-177.3,175.3,-175.9
1777067631.429636,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-175.6,175.5,-177.3,175.3,-175.9
1777067631.429649,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-175.6,175.5,-178.1,175.3,-175.9
1777067631.429658,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-175.6,175.5,-178.1,175.3,-175.1
1777067632.431225,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-175.6,175.5,-178.1,175.3,-175.1
1777067632.431254,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-175.6,175.5,-178.1,175.3,-175.1
1777067632.431266,0.0,,-375.0,-375.0,-375.0,-375.0,-175.1,175.1,-175.6,175.5,-178.1,175.3,-175.1
1777067632.431272,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.1,-175.6,175.5,-178.1,175.3,-175.1
1777067632.432318,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.1,-176.7,175.5,-178.1,175.3,-175.1
1777067632.432326,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.1,-176.7,175.5,-176.2,175.3,-175.1
1777067632.432332,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.1,-176.7,175.5,-176.2,175.3,-176.0
1777067633.431977,0.0,,-375.0,-375.0,-375.0,-375.0,-175.6,175.1,-176.7,175.5,-176.2,175.3,-176.0
1777067633.431996,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.1,-176.7,175.5,-176.2,175.3,-176.0
1777067633.432006,0.0,,-374.9,-375.0,-375.0,-375.0,-175.6,175.1,-176.7,175.5,-176.2,175.3,-176.0
1777067633.432016,0.0,,-374.9,-375.0,-375.0,-375.0,-175.2,175.1,-176.7,175.5,-176.2,175.3,-176.0
1777067633.432025,0.0,,-374.9,-375.0,-375.0,-375.0,-175.2,175.1,-175.7,175.5,-176.2,175.3,-176.0
1777067633.432034,0.0,,-374.9,-375.0,-375.0,-375.0,-175.2,175.1,-175.7,175.5,-177.5,175.3,-176.0
1777067633.432781,0.0,,-374.9,-375.0,-375.0,-375.0,-175.2,175.1,-175.7,175.5,-177.5,175.3,-174.9
1777067634.432272,0.0,,-374.9,-375.0,-375.0,-375.0,-175.2,175.1,-175.7,175.5,-177.5,175.3,-174.9
1777067634.432283,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,175.1,-175.7,175.5,-177.5,175.3,-174.9
1777067634.432289,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,175.1,-175.7,175.5,-177.5,175.3,-174.9
1777067634.432295,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.1,-175.7,175.5,-177.5,175.3,-174.9
1777067634.432300,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.5,175.3,-174.9
1777067634.432305,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.4,175.3,-174.9
1777067634.432310,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.4,175.3,-174.9
1777067635.431685,0.0,,-375.0,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.4,175.3,-174.9
1777067635.431693,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.4,175.3,-174.9
1777067635.432620,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.4,175.3,-174.9
1777067635.432628,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.1,-176.1,175.5,-177.4,175.3,-174.9
1777067635.432634,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.6,-176.1,175.5,-177.4,175.3,-174.9
1777067635.432638,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.6,-176.1,175.1,-177.4,175.3,-174.9
1777067635.432645,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.6,-176.1,175.1,-177.4,175.2,-174.9
1777067636.432576,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.6,-176.1,175.1,-177.4,175.2,-174.9
1777067636.432598,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.6,-176.1,175.1,-177.4,175.2,-174.9
1777067636.432626,0.0,,-374.9,-375.0,-375.0,-375.0,-175.5,175.6,-176.1,175.1,-177.4,175.2,-174.9
1777067636.432636,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,175.6,-176.1,175.1,-177.4,175.2,-174.9
1777067636.432644,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,175.6,-175.6,175.1,-177.4,175.2,-174.9
1777067636.434283,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,175.6,-175.6,174.3,-177.4,175.2,-174.9
1777067636.434296,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,175.6,-175.6,174.3,-177.4,174.6,-174.9
1777067637.432859,0.0,,-374.9,-375.0,-375.0,-375.0,-176.1,175.6,-175.6,174.3,-177.4,174.6,-174.9
1777067637.432871,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,175.6,-175.6,174.3,-177.4,174.6,-174.9
1777067637.432879,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,175.6,-175.6,174.3,-177.4,174.6,-174.9
1777067637.432886,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.6,174.3,-177.4,174.6,-174.9
1777067637.432892,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.4,174.6,-174.9
1777067637.432897,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.6,174.6,-174.9
1777067637.432902,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.6,174.6,-175.3
1777067638.432603,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.6,174.6,-175.3
1777067638.432615,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.6,174.6,-175.3
1777067638.434376,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.6,174.6,-175.3
1777067638.434386,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,175.6,-175.8,174.3,-177.6,174.6,-175.3
1777067638.434392,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,176.1,-175.8,174.3,-177.6,174.6,-175.3
1777067638.434399,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,176.1,-175.8,174.9,-177.6,174.6,-175.3
1777067638.434405,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,176.1,-175.8,174.9,-177.6,175.7,-175.3
1777067639.432900,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,176.1,-175.8,174.9,-177.6,175.7,-175.3
1777067639.432917,0.0,,-375.0,-375.0,-374.9,-375.0,-175.2,176.1,-175.8,174.9,-177.6,175.7,-175.3
1777067639.432928,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-175.8,174.9,-177.6,175.7,-175.3
1777067639.432937,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-175.8,174.9,-177.6,175.7,-175.3
1777067639.433785,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.5,174.9,-177.6,175.7,-175.3
1777067639.433799,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.5,174.9,-176.0,175.7,-175.3
1777067639.433810,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.5,174.9,-176.0,175.7,-175.3
1777067640.433631,0.0,,-375.0,-375.0,-375.0,-375.0,-175.7,176.1,-176.5,174.9,-176.0,175.7,-175.3
1777067640.433650,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.1,-176.5,174.9,-176.0,175.7,-175.3
1777067640.433662,0.0,,-374.9,-375.0,-375.0,-375.0,-175.7,176.1,-176.5,174.9,-176.0,175.7,-175.3
1777067640.433672,0.0,,-374.9,-375.0,-375.0,-375.0,-175.3,176.1,-176.5,174.9,-176.0,175.7,-175.3
1777067640.433681,0.0,,-374.9,-375.0,-375.0,-375.0,-175.3,176.1,-175.6,174.9,-176.0,175.7,-175.3
1777067640.433690,0.0,,-374.9,-375.0,-375.0,-375.0,-175.3,176.1,-175.6,174.9,-175.8,175.7,-175.3
1777067640.433699,0.0,,-374.9,-375.0,-375.0,-375.0,-175.3,176.1,-175.6,174.9,-175.8,175.7,-175.3
1777067641.434954,0.0,,-374.9,-375.0,-375.0,-375.0,-175.3,176.1,-175.6,174.9,-175.8,175.7,-175.3
1777067641.435085,0.0,,-375.0,-375.0,-375.0,-375.0,-175.3,176.1,-175.6,174.9,-175.8,175.7,-175.3
1777067641.435096,0.0,,-375.0,-375.0,-374.9,-375.0,-175.3,176.1,-175.6,174.9,-175.8,175.7,-175.3
1777067641.435104,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-175.6,174.9,-175.8,175.7,-175.3
1777067641.435111,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-176.0,174.9,-175.8,175.7,-175.3
1777067641.436960,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-176.0,175.4,-175.8,175.7,-175.3
1777067641.436976,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-176.0,175.4,-175.8,174.8,-175.3
1777067642.435691,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-176.0,175.4,-175.8,174.8,-175.3
1777067642.435709,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-176.0,175.4,-175.8,174.8,-175.3
1777067642.435721,0.0,,-375.0,-375.0,-374.9,-375.0,-176.2,176.1,-176.0,175.4,-175.8,174.8,-175.3
1777067642.435730,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,176.1,-176.0,175.4,-175.8,174.8,-175.3
1777067642.435749,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,176.1,-176.4,175.4,-175.8,174.8,-175.3
1777067642.435757,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,176.1,-176.4,175.4,-176.1,174.8,-175.3
1777067642.435765,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,176.1,-176.4,175.4,-176.1,174.8,-175.3
1777067643.438194,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,176.1,-176.4,175.4,-176.1,174.8,-175.3
1777067643.438212,0.0,,-375.0,-375.0,-374.9,-375.0,-176.1,176.1,-176.4,175.4,-176.1,174.8,-175.3
1777067643.438233,0.0,,-375.0,-375.0,-375.0,-375.0,-176.1,176.1,-176.4,175.4,-176.1,174.8,-175.3
1777067643.438244,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.4,175.4,-176.1,174.8,-175.3
1777067643.438253,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.1,175.4,-176.1,174.8,-175.3
1777067643.438925,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.1,175.2,-176.1,174.8,-175.3
1777067643.438932,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.1,175.2,-176.1,176.0,-175.3
1777067644.438587,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.1,175.2,-176.1,176.0,-175.3
1777067644.438604,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.1,175.2,-176.1,176.0,-175.3
1777067644.438611,0.0,,-375.0,-375.0,-375.0,-375.0,-175.2,176.1,-176.1,175.2,-176.1,176.0,-175.3
1777067644.438616,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-176.1,175.2,-176.1,176.0,-175.3
1777067644.438619,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-175.7,175.2,-176.1,176.0,-175.3
1777067644.438623,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-175.7,175.2,-176.7,176.0,-175.3
1777067644.438626,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-175.7,175.2,-176.7,176.0,-174.3
1777067645.438921,0.0,,-375.0,-375.0,-375.0,-375.0,-174.9,176.1,-175.7,175.2,-176.7,176.0,-174.3
